Record Length,Analog:10000,
Sample Interval,Analog:5.000000E-04,
Vertical Units,CH1:V, CH2:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+1.600000E+02, CH2:+1.000000E+02, CH3:+1.000000E+02, CH4:+1.600000E+02,,
Vertical Offset,CH1:+0.000000E+00, CH2:-2.368333E+03, CH3:+0.000000E+00, CH4:+0.000000E+00,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+05,
Model Number,SDS2104X Plus,
Serial Number,SDS2PDDQ6R1916,
Software Version,5.0.1.3.9R12,
Source,CH1,CH2,CH3,CH4
Second,Value,Value,Value,Value
+4.4750000000E-01,+7.733334E+01,+2.547500E+03,+2.516667E+02,-5.600001E+02
+4.4800000000E-01,+7.733334E+01,+2.548333E+03,+2.516667E+02,-5.600001E+02
+4.4850000000E-01,+7.733334E+01,+2.500000E+03,+2.533333E+02,-5.573334E+02
+4.4900000000E-01,+7.600000E+01,+2.572500E+03,+2.516667E+02,-5.573334E+02
+4.4950000000E-01,+7.466667E+01,+2.428333E+03,+2.516667E+02,-5.573334E+02
+4.5000000000E-01,+7.466667E+01,+2.567500E+03,+2.516667E+02,-5.560000E+02
+4.5050000000E-01,+7.466667E+01,+2.500833E+03,+2.516667E+02,-5.546667E+02
+4.5100000000E-01,+7.200000E+01,+2.534167E+03,+2.516667E+02,-5.573334E+02
+4.5150000000E-01,+7.466667E+01,+2.545833E+03,+2.516667E+02,-5.573334E+02
+4.5200000000E-01,+7.066667E+01,+2.688333E+03,+2.516667E+02,-5.600001E+02
+4.5250000000E-01,+1.146667E+02,+1.948333E+03,+2.600000E+02,-5.093333E+02
+4.5300000000E-01,+7.333334E+01,+2.579167E+03,+2.516667E+02,-5.573334E+02
+4.5350000000E-01,+7.600000E+01,+2.588333E+03,+2.516667E+02,-5.520001E+02
+4.5400000000E-01,+1.013333E+02,+2.791667E+03,+2.608333E+02,-5.306667E+02
+4.5450000000E-01,+7.200000E+01,+2.558333E+03,+2.533333E+02,-5.546667E+02
+4.5500000000E-01,+7.066667E+01,+2.575000E+03,+2.533333E+02,-5.573334E+02
+4.5550000000E-01,+7.200000E+01,+2.568333E+03,+2.516667E+02,-5.586667E+02
+4.5600000000E-01,+6.933334E+01,+2.580000E+03,+2.516667E+02,-5.573334E+02
+4.5650000000E-01,+7.200000E+01,+2.570833E+03,+2.516667E+02,-5.573334E+02
+4.5700000000E-01,+7.333334E+01,+2.598333E+03,+2.516667E+02,-5.586667E+02
+4.5750000000E-01,+7.466667E+01,+2.581667E+03,+2.516667E+02,-5.573334E+02
+4.5800000000E-01,+7.466667E+01,+2.543333E+03,+2.516667E+02,-5.586667E+02
+4.5850000000E-01,+7.466667E+01,+2.566667E+03,+2.516667E+02,-5.600001E+02
+4.5900000000E-01,+8.000000E+01,+2.563333E+03,+2.516667E+02,-5.600001E+02
+4.5950000000E-01,+7.866667E+01,+2.565833E+03,+2.516667E+02,-5.573334E+02
+4.6000000000E-01,+7.733334E+01,+2.568333E+03,+2.525000E+02,-5.573334E+02
+4.6050000000E-01,+7.733334E+01,+2.538333E+03,+2.516667E+02,-5.546667E+02
+4.6100000000E-01,+7.733334E+01,+2.538333E+03,+2.516667E+02,-5.520001E+02
+4.6150000000E-01,+7.466667E+01,+2.545000E+03,+2.516667E+02,-5.520001E+02
+4.6200000000E-01,+7.466667E+01,+2.545000E+03,+2.516667E+02,-5.520001E+02
+4.6250000000E-01,+7.466667E+01,+2.519167E+03,+2.525000E+02,-5.573334E+02
+4.6300000000E-01,+7.466667E+01,+2.560000E+03,+2.533333E+02,-5.520001E+02
+4.6350000000E-01,+7.066667E+01,+2.578333E+03,+2.516667E+02,-5.520001E+02
+4.6400000000E-01,+7.200000E+01,+2.571667E+03,+2.516667E+02,-5.520001E+02
+4.6450000000E-01,+6.266667E+01,+2.565833E+03,+2.516667E+02,-5.613334E+02
+4.6500000000E-01,+8.800000E+01,+1.948333E+03,+2.550000E+02,-5.320001E+02
+4.6550000000E-01,+6.266667E+01,+2.526667E+03,+2.500000E+02,-5.613334E+02
+4.6600000000E-01,+7.200000E+01,+2.550000E+03,+2.516667E+02,-5.573334E+02
+4.6650000000E-01,+6.933334E+01,+2.558333E+03,+2.516667E+02,-5.600001E+02
+4.6700000000E-01,+6.933334E+01,+2.562500E+03,+2.516667E+02,-5.573334E+02
+4.6750000000E-01,+7.200000E+01,+2.560833E+03,+2.516667E+02,-5.573334E+02
+4.6800000000E-01,+6.933334E+01,+2.565000E+03,+2.516667E+02,-5.600001E+02
+4.6850000000E-01,+7.466667E+01,+2.571667E+03,+2.525000E+02,-5.573334E+02
+4.6900000000E-01,+7.466667E+01,+2.561667E+03,+2.516667E+02,-5.586667E+02
+4.6950000000E-01,+7.733334E+01,+2.531667E+03,+2.533333E+02,-5.573334E+02
+4.7000000000E-01,+7.466667E+01,+2.571667E+03,+2.516667E+02,-5.626667E+02
+4.7050000000E-01,+7.733334E+01,+2.579167E+03,+2.516667E+02,-5.600001E+02
+4.7100000000E-01,+7.466667E+01,+2.558333E+03,+2.516667E+02,-5.573334E+02
+4.7150000000E-01,+7.600000E+01,+2.571667E+03,+2.525000E+02,-5.573334E+02
+4.7200000000E-01,+7.733334E+01,+2.551667E+03,+2.516667E+02,-5.560000E+02
+4.7250000000E-01,+7.466667E+01,+2.552500E+03,+2.516667E+02,-5.546667E+02
+4.7300000000E-01,+7.466667E+01,+2.560833E+03,+2.516667E+02,-5.573334E+02
+4.7350000000E-01,+7.200000E+01,+2.570833E+03,+2.525000E+02,-5.573334E+02
+4.7400000000E-01,+8.000000E+01,+2.573333E+03,+2.550000E+02,-5.533334E+02
+4.7450000000E-01,+7.200000E+01,+2.581667E+03,+2.516667E+02,-5.546667E+02
+4.7500000000E-01,+7.066667E+01,+2.576667E+03,+2.516667E+02,-5.560000E+02
+4.7550000000E-01,+7.466667E+01,+2.581667E+03,+2.516667E+02,-5.560000E+02
+4.7600000000E-01,+7.333334E+01,+2.573333E+03,+2.516667E+02,-5.520001E+02
+4.7650000000E-01,+6.933334E+01,+2.567500E+03,+2.516667E+02,-5.560000E+02
+4.7700000000E-01,+6.933334E+01,+2.585000E+03,+2.516667E+02,-5.573334E+02
+4.7750000000E-01,+9.733334E+01,+1.948333E+03,+2.550000E+02,-5.306667E+02
+4.7800000000E-01,+6.800000E+01,+2.621667E+03,+2.516667E+02,-5.613334E+02
+4.7850000000E-01,+6.800000E+01,+2.572500E+03,+2.516667E+02,-5.573334E+02
+4.7900000000E-01,+7.200000E+01,+2.590000E+03,+2.516667E+02,-5.600001E+02
+4.7950000000E-01,+7.466667E+01,+2.597500E+03,+2.516667E+02,-5.600001E+02
+4.8000000000E-01,+7.466667E+01,+2.541667E+03,+2.516667E+02,-5.613334E+02
+4.8050000000E-01,+7.466667E+01,+2.555000E+03,+2.516667E+02,-5.626667E+02
+4.8100000000E-01,+7.600000E+01,+2.564167E+03,+2.516667E+02,-5.626667E+02
+4.8150000000E-01,+8.000000E+01,+2.622500E+03,+2.516667E+02,-5.613334E+02
+4.8200000000E-01,+7.733334E+01,+2.555000E+03,+2.533333E+02,-5.573334E+02
+4.8250000000E-01,+7.466667E+01,+2.571667E+03,+2.516667E+02,-5.600001E+02
+4.8300000000E-01,+9.600000E+01,+2.791667E+03,+2.583333E+02,-5.466667E+02
+4.8350000000E-01,+7.466667E+01,+2.588333E+03,+2.516667E+02,-5.546667E+02
+4.8400000000E-01,+7.466667E+01,+2.545833E+03,+2.516667E+02,-5.573334E+02
+4.8450000000E-01,+7.466667E+01,+2.585000E+03,+2.516667E+02,-5.573334E+02
+4.8500000000E-01,+7.466667E+01,+2.605000E+03,+2.516667E+02,-5.573334E+02
+4.8550000000E-01,+7.466667E+01,+2.537500E+03,+2.516667E+02,-5.573334E+02
+4.8600000000E-01,+7.200000E+01,+2.554167E+03,+2.516667E+02,-5.546667E+02
+4.8650000000E-01,+7.466667E+01,+2.540833E+03,+2.516667E+02,-5.546667E+02
+4.8700000000E-01,+7.200000E+01,+2.568333E+03,+2.516667E+02,-5.560000E+02
+4.8750000000E-01,+7.200000E+01,+2.563333E+03,+2.516667E+02,-5.520001E+02
+4.8800000000E-01,+6.933334E+01,+2.582500E+03,+2.525000E+02,-5.573334E+02
+4.8850000000E-01,+6.933334E+01,+2.572500E+03,+2.516667E+02,-5.573334E+02
+4.8900000000E-01,+6.933334E+01,+2.586667E+03,+2.516667E+02,-5.600001E+02
+4.8950000000E-01,+6.933334E+01,+2.541667E+03,+2.516667E+02,-5.573334E+02
+4.9000000000E-01,+7.733334E+01,+2.791667E+03,+2.550000E+02,-5.466667E+02
+4.9050000000E-01,+6.666667E+01,+2.581667E+03,+2.500000E+02,-5.640000E+02
+4.9100000000E-01,+6.933334E+01,+2.561667E+03,+2.516667E+02,-5.626667E+02
+4.9150000000E-01,+7.200000E+01,+2.545833E+03,+2.525000E+02,-5.600001E+02
+4.9200000000E-01,+7.466667E+01,+2.591667E+03,+2.516667E+02,-5.613334E+02
+4.9250000000E-01,+7.866667E+01,+2.583333E+03,+2.516667E+02,-5.586667E+02
+4.9300000000E-01,+7.866667E+01,+2.547500E+03,+2.516667E+02,-5.573334E+02
+4.9350000000E-01,+7.733334E+01,+2.535833E+03,+2.533333E+02,-5.573334E+02
+4.9400000000E-01,+7.600000E+01,+2.565000E+03,+2.533333E+02,-5.573334E+02
+4.9450000000E-01,+7.466667E+01,+2.568333E+03,+2.516667E+02,-5.546667E+02
+4.9500000000E-01,+7.333334E+01,+2.561667E+03,+2.525000E+02,-5.533334E+02
+4.9550000000E-01,+7.200000E+01,+2.561667E+03,+2.516667E+02,-5.560000E+02
+4.9600000000E-01,+7.466667E+01,+2.540000E+03,+2.516667E+02,-5.573334E+02
+4.9650000000E-01,+7.200000E+01,+2.610000E+03,+2.516667E+02,-5.573334E+02
+4.9700000000E-01,+6.933334E+01,+2.541667E+03,+2.516667E+02,-5.546667E+02
+4.9750000000E-01,+1.013333E+02,+1.971667E+03,+2.600000E+02,-5.333334E+02
+4.9800000000E-01,+7.200000E+01,+2.561667E+03,+2.516667E+02,-5.546667E+02
+4.9850000000E-01,+7.066667E+01,+2.575833E+03,+2.516667E+02,-5.520001E+02
+4.9900000000E-01,+7.066667E+01,+2.560000E+03,+2.516667E+02,-5.573334E+02
+4.9950000000E-01,+6.933334E+01,+2.545833E+03,+2.516667E+02,-5.573334E+02
+5.0000000000E-01,+7.200000E+01,+2.534167E+03,+2.516667E+02,-5.586667E+02
+5.0050000000E-01,+6.933334E+01,+2.583333E+03,+2.516667E+02,-5.573334E+02
+5.0100000000E-01,+7.200000E+01,+2.536667E+03,+2.516667E+02,-5.586667E+02
+5.0150000000E-01,+7.200000E+01,+2.537500E+03,+2.525000E+02,-5.573334E+02
+5.0200000000E-01,+7.333334E+01,+2.538333E+03,+2.516667E+02,-5.626667E+02
+5.0250000000E-01,+1.000000E+02,+2.791667E+03,+2.583333E+02,-5.360000E+02
+5.0300000000E-01,+6.666667E+01,+1.948333E+03,+2.491667E+02,-5.706667E+02
+5.0350000000E-01,+7.733334E+01,+2.565833E+03,+2.516667E+02,-5.626667E+02
+5.0400000000E-01,+7.600000E+01,+2.557500E+03,+2.516667E+02,-5.600001E+02
+5.0450000000E-01,+7.600000E+01,+2.538333E+03,+2.516667E+02,-5.573334E+02
+5.0500000000E-01,+7.733334E+01,+2.547500E+03,+2.516667E+02,-5.573334E+02
+5.0550000000E-01,+7.733334E+01,+2.552500E+03,+2.516667E+02,-5.546667E+02
+5.0600000000E-01,+7.600000E+01,+2.548333E+03,+2.516667E+02,-5.560000E+02
+5.0650000000E-01,+6.400001E+01,+2.605000E+03,+2.500000E+02,-5.626667E+02
+5.0700000000E-01,+7.333334E+01,+2.565000E+03,+2.516667E+02,-5.560000E+02
+5.0750000000E-01,+7.466667E+01,+2.578333E+03,+2.525000E+02,-5.573334E+02
+5.0800000000E-01,+7.200000E+01,+2.541667E+03,+2.516667E+02,-5.520001E+02
+5.0850000000E-01,+7.333334E+01,+2.551667E+03,+2.516667E+02,-5.573334E+02
+5.0900000000E-01,+7.200000E+01,+2.535000E+03,+2.516667E+02,-5.533334E+02
+5.0950000000E-01,+6.933334E+01,+2.544167E+03,+2.516667E+02,-5.520001E+02
+5.1000000000E-01,+7.200000E+01,+2.541667E+03,+2.533333E+02,-5.520001E+02
+5.1050000000E-01,+6.933334E+01,+2.563333E+03,+2.516667E+02,-5.573334E+02
+5.1100000000E-01,+6.933334E+01,+2.551667E+03,+2.516667E+02,-5.573334E+02
+5.1150000000E-01,+7.200000E+01,+2.555000E+03,+2.516667E+02,-5.573334E+02
+5.1200000000E-01,+7.200000E+01,+2.343333E+03,+2.525000E+02,-5.573334E+02
+5.1250000000E-01,+7.200000E+01,+2.561667E+03,+2.516667E+02,-5.573334E+02
+5.1300000000E-01,+7.200000E+01,+2.575000E+03,+2.516667E+02,-5.573334E+02
+5.1350000000E-01,+7.466667E+01,+2.469167E+03,+2.533333E+02,-5.586667E+02
+5.1400000000E-01,+7.466667E+01,+2.552500E+03,+2.516667E+02,-5.626667E+02
+5.1450000000E-01,+7.733334E+01,+2.586667E+03,+2.516667E+02,-5.600001E+02
+5.1500000000E-01,+5.466667E+01,+2.791667E+03,+2.475000E+02,-5.906667E+02
+5.1550000000E-01,+4.800000E+01,+2.603333E+03,+2.450000E+02,-5.840000E+02
+5.1600000000E-01,+7.466667E+01,+2.570833E+03,+2.516667E+02,-5.573334E+02
+5.1650000000E-01,+7.733334E+01,+2.556667E+03,+2.516667E+02,-5.546667E+02
+5.1700000000E-01,+9.600000E+01,+1.948333E+03,+2.583333E+02,-5.333334E+02
+5.1750000000E-01,+7.200000E+01,+2.558333E+03,+2.525000E+02,-5.573334E+02
+5.1800000000E-01,+7.466667E+01,+2.558333E+03,+2.533333E+02,-5.573334E+02
+5.1850000000E-01,+7.466667E+01,+2.575000E+03,+2.516667E+02,-5.573334E+02
+5.1900000000E-01,+7.466667E+01,+2.550833E+03,+2.516667E+02,-5.560000E+02
+5.1950000000E-01,+7.466667E+01,+2.577500E+03,+2.516667E+02,-5.573334E+02
+5.2000000000E-01,+7.466667E+01,+2.575833E+03,+2.516667E+02,-5.546667E+02
+5.2050000000E-01,+7.466667E+01,+2.575000E+03,+2.525000E+02,-5.520001E+02
+5.2100000000E-01,+7.200000E+01,+2.555000E+03,+2.516667E+02,-5.546667E+02
+5.2150000000E-01,+7.066667E+01,+2.562500E+03,+2.516667E+02,-5.573334E+02
+5.2200000000E-01,+7.200000E+01,+2.576667E+03,+2.516667E+02,-5.573334E+02
+5.2250000000E-01,+7.466667E+01,+2.600000E+03,+2.516667E+02,-5.573334E+02
+5.2300000000E-01,+7.066667E+01,+2.575000E+03,+2.525000E+02,-5.573334E+02
+5.2350000000E-01,+7.333334E+01,+2.541667E+03,+2.525000E+02,-5.573334E+02
+5.2400000000E-01,+7.333334E+01,+2.566667E+03,+2.516667E+02,-5.573334E+02
+5.2450000000E-01,+7.466667E+01,+2.540000E+03,+2.516667E+02,-5.573334E+02
+5.2500000000E-01,+7.466667E+01,+2.580833E+03,+2.516667E+02,-5.600001E+02
+5.2550000000E-01,+7.733334E+01,+2.536667E+03,+2.516667E+02,-5.600001E+02
+5.2600000000E-01,+7.733334E+01,+2.511667E+03,+2.516667E+02,-5.600001E+02
+5.2650000000E-01,+8.000000E+01,+2.547500E+03,+2.533333E+02,-5.573334E+02
+5.2700000000E-01,+7.466667E+01,+2.576667E+03,+2.516667E+02,-5.573334E+02
+5.2750000000E-01,+9.200001E+01,+2.791667E+03,+2.583333E+02,-5.346667E+02
+5.2800000000E-01,+7.333334E+01,+2.462500E+03,+2.516667E+02,-5.573334E+02
+5.2850000000E-01,+7.466667E+01,+2.395000E+03,+2.516667E+02,-5.533334E+02
+5.2900000000E-01,+7.200000E+01,+2.555833E+03,+2.516667E+02,-5.573334E+02
+5.2950000000E-01,+7.466667E+01,+2.559167E+03,+2.516667E+02,-5.573334E+02
+5.3000000000E-01,+7.466667E+01,+2.580833E+03,+2.516667E+02,-5.520001E+02
+5.3050000000E-01,+7.200000E+01,+2.545833E+03,+2.516667E+02,-5.520001E+02
+5.3100000000E-01,+7.200000E+01,+2.532500E+03,+2.516667E+02,-5.573334E+02
+5.3150000000E-01,+1.066667E+02,+2.552500E+03,+2.616667E+02,-5.226667E+02
+5.3200000000E-01,+7.200000E+01,+2.546667E+03,+2.516667E+02,-5.520001E+02
+5.3250000000E-01,+7.066667E+01,+2.548333E+03,+2.516667E+02,-5.573334E+02
+5.3300000000E-01,+7.200000E+01,+2.560833E+03,+2.533333E+02,-5.573334E+02
+5.3350000000E-01,+7.200000E+01,+2.548333E+03,+2.516667E+02,-5.573334E+02
+5.3400000000E-01,+7.200000E+01,+2.542500E+03,+2.516667E+02,-5.560000E+02
+5.3450000000E-01,+7.200000E+01,+2.558333E+03,+2.516667E+02,-5.573334E+02
+5.3500000000E-01,+7.466667E+01,+2.530833E+03,+2.516667E+02,-5.573334E+02
+5.3550000000E-01,+7.466667E+01,+2.588333E+03,+2.516667E+02,-5.573334E+02
+5.3600000000E-01,+7.600000E+01,+2.558333E+03,+2.516667E+02,-5.600001E+02
+5.3650000000E-01,+7.600000E+01,+2.559167E+03,+2.516667E+02,-5.600001E+02
+5.3700000000E-01,+7.733334E+01,+2.549167E+03,+2.533333E+02,-5.613334E+02
+5.3750000000E-01,+7.733334E+01,+2.551667E+03,+2.516667E+02,-5.573334E+02
+5.3800000000E-01,+7.733334E+01,+2.575000E+03,+2.516667E+02,-5.573334E+02
+5.3850000000E-01,+7.733334E+01,+2.550000E+03,+2.516667E+02,-5.560000E+02
+5.3900000000E-01,+7.466667E+01,+2.585833E+03,+2.516667E+02,-5.520001E+02
+5.3950000000E-01,+7.600000E+01,+2.584167E+03,+2.516667E+02,-5.520001E+02
+5.4000000000E-01,+8.000000E+01,+1.948333E+03,+2.550000E+02,-5.440000E+02
+5.4050000000E-01,+7.200000E+01,+2.513333E+03,+2.516667E+02,-5.573334E+02
+5.4100000000E-01,+7.466667E+01,+2.609167E+03,+2.541667E+02,-5.533334E+02
+5.4150000000E-01,+7.200000E+01,+2.558333E+03,+2.516667E+02,-5.520001E+02
+5.4200000000E-01,+7.466667E+01,+2.561667E+03,+2.516667E+02,-5.573334E+02
+5.4250000000E-01,+7.200000E+01,+2.541667E+03,+2.516667E+02,-5.520001E+02
+5.4300000000E-01,+6.933334E+01,+2.560833E+03,+2.516667E+02,-5.520001E+02
+5.4350000000E-01,+7.200000E+01,+2.565000E+03,+2.525000E+02,-5.520001E+02
+5.4400000000E-01,+7.200000E+01,+2.563333E+03,+2.516667E+02,-5.573334E+02
+5.4450000000E-01,+6.933334E+01,+2.561667E+03,+2.516667E+02,-5.573334E+02
+5.4500000000E-01,+7.200000E+01,+2.578333E+03,+2.516667E+02,-5.573334E+02
+5.4550000000E-01,+7.066667E+01,+2.555000E+03,+2.516667E+02,-5.586667E+02
+5.4600000000E-01,+6.933334E+01,+2.559167E+03,+2.516667E+02,-5.600001E+02
+5.4650000000E-01,+7.200000E+01,+2.549167E+03,+2.516667E+02,-5.573334E+02
+5.4700000000E-01,+7.466667E+01,+2.565833E+03,+2.516667E+02,-5.586667E+02
+5.4750000000E-01,+7.466667E+01,+2.530000E+03,+2.516667E+02,-5.626667E+02
+5.4800000000E-01,+7.733334E+01,+2.553333E+03,+2.516667E+02,-5.626667E+02
+5.4850000000E-01,+7.733334E+01,+2.535000E+03,+2.516667E+02,-5.600001E+02
+5.4900000000E-01,+7.733334E+01,+2.568333E+03,+2.516667E+02,-5.573334E+02
+5.4950000000E-01,+7.466667E+01,+2.542500E+03,+2.516667E+02,-5.573334E+02
+5.5000000000E-01,+7.466667E+01,+2.515000E+03,+2.516667E+02,-5.573334E+02
+5.5050000000E-01,+7.466667E+01,+2.544167E+03,+2.516667E+02,-5.520001E+02
+5.5100000000E-01,+7.466667E+01,+2.549167E+03,+2.516667E+02,-5.520001E+02
+5.5150000000E-01,+7.200000E+01,+2.578333E+03,+2.516667E+02,-5.573334E+02
+5.5200000000E-01,+4.533334E+01,+1.948333E+03,+2.450000E+02,-5.786667E+02
+5.5250000000E-01,+1.053333E+02,+1.948333E+03,+2.608333E+02,-5.173334E+02
+5.5300000000E-01,+6.933334E+01,+2.540000E+03,+2.516667E+02,-5.546667E+02
+5.5350000000E-01,+7.466667E+01,+2.568333E+03,+2.533333E+02,-5.520001E+02
+5.5400000000E-01,+6.933334E+01,+2.555000E+03,+2.516667E+02,-5.520001E+02
+5.5450000000E-01,+6.933334E+01,+2.565000E+03,+2.516667E+02,-5.520001E+02
+5.5500000000E-01,+6.800000E+01,+2.588333E+03,+2.516667E+02,-5.520001E+02
+5.5550000000E-01,+6.666667E+01,+2.594167E+03,+2.516667E+02,-5.573334E+02
+5.5600000000E-01,+6.933334E+01,+2.565000E+03,+2.516667E+02,-5.546667E+02
+5.5650000000E-01,+6.933334E+01,+2.556667E+03,+2.516667E+02,-5.546667E+02
+5.5700000000E-01,+6.933334E+01,+2.577500E+03,+2.516667E+02,-5.573334E+02
+5.5750000000E-01,+7.066667E+01,+2.561667E+03,+2.525000E+02,-5.573334E+02
+5.5800000000E-01,+7.066667E+01,+2.542500E+03,+2.516667E+02,-5.586667E+02
+5.5850000000E-01,+7.200000E+01,+2.541667E+03,+2.516667E+02,-5.600001E+02
+5.5900000000E-01,+7.200000E+01,+2.583333E+03,+2.516667E+02,-5.600001E+02
+5.5950000000E-01,+7.466667E+01,+2.575000E+03,+2.516667E+02,-5.573334E+02
+5.6000000000E-01,+7.466667E+01,+2.548333E+03,+2.516667E+02,-5.560000E+02
+5.6050000000E-01,+6.666667E+01,+1.948333E+03,+2.500000E+02,-5.586667E+02
+5.6100000000E-01,+7.466667E+01,+2.545833E+03,+2.525000E+02,-5.573334E+02
+5.6150000000E-01,+7.200000E+01,+2.594167E+03,+2.516667E+02,-5.520001E+02
+5.6200000000E-01,+7.200000E+01,+2.536667E+03,+2.516667E+02,-5.560000E+02
+5.6250000000E-01,+7.200000E+01,+2.563333E+03,+2.516667E+02,-5.573334E+02
+5.6300000000E-01,+7.066667E+01,+2.567500E+03,+2.516667E+02,-5.573334E+02
+5.6350000000E-01,+6.933334E+01,+2.570833E+03,+2.516667E+02,-5.546667E+02
+5.6400000000E-01,+7.200000E+01,+2.560000E+03,+2.533333E+02,-5.506667E+02
+5.6450000000E-01,+6.133334E+01,+2.495833E+03,+2.483333E+02,-5.626667E+02
+5.6500000000E-01,+7.866667E+01,+1.948333E+03,+2.525000E+02,-5.360000E+02
+5.6550000000E-01,+6.666667E+01,+2.575833E+03,+2.516667E+02,-5.600001E+02
+5.6600000000E-01,+7.200000E+01,+2.552500E+03,+2.516667E+02,-5.573334E+02
+5.6650000000E-01,+6.933334E+01,+2.570833E+03,+2.516667E+02,-5.573334E+02
+5.6700000000E-01,+6.800000E+01,+2.571667E+03,+2.516667E+02,-5.573334E+02
+5.6750000000E-01,+6.800000E+01,+2.540000E+03,+2.525000E+02,-5.573334E+02
+5.6800000000E-01,+7.066667E+01,+2.581667E+03,+2.516667E+02,-5.600001E+02
+5.6850000000E-01,+7.200000E+01,+2.545000E+03,+2.516667E+02,-5.586667E+02
+5.6900000000E-01,+7.200000E+01,+2.543333E+03,+2.516667E+02,-5.573334E+02
+5.6950000000E-01,+6.933334E+01,+2.548333E+03,+2.516667E+02,-5.600001E+02
+5.7000000000E-01,+7.333334E+01,+2.570000E+03,+2.516667E+02,-5.626667E+02
+5.7050000000E-01,+7.466667E+01,+2.559167E+03,+2.516667E+02,-5.613334E+02
+5.7100000000E-01,+7.333334E+01,+2.558333E+03,+2.516667E+02,-5.573334E+02
+5.7150000000E-01,+7.466667E+01,+2.545000E+03,+2.516667E+02,-5.573334E+02
+5.7200000000E-01,+7.466667E+01,+2.552500E+03,+2.516667E+02,-5.573334E+02
+5.7250000000E-01,+7.200000E+01,+2.553333E+03,+2.516667E+02,-5.520001E+02
+5.7300000000E-01,+7.200000E+01,+2.563333E+03,+2.516667E+02,-5.546667E+02
+5.7350000000E-01,+7.066667E+01,+2.560833E+03,+2.516667E+02,-5.573334E+02
+5.7400000000E-01,+7.066667E+01,+2.518333E+03,+2.516667E+02,-5.573334E+02
+5.7450000000E-01,+6.933334E+01,+2.553333E+03,+2.516667E+02,-5.546667E+02
+5.7500000000E-01,+6.266667E+01,+2.587500E+03,+2.508333E+02,-5.586667E+02
+5.7550000000E-01,+6.800000E+01,+2.558333E+03,+2.516667E+02,-5.560000E+02
+5.7600000000E-01,+6.933334E+01,+2.586667E+03,+2.516667E+02,-5.520001E+02
+5.7650000000E-01,+6.666667E+01,+2.562500E+03,+2.525000E+02,-5.520001E+02
+5.7700000000E-01,+6.666667E+01,+2.593333E+03,+2.525000E+02,-5.573334E+02
+5.7750000000E-01,+1.053333E+02,+1.948333E+03,+2.616667E+02,-5.133334E+02
+5.7800000000E-01,+6.666667E+01,+2.571667E+03,+2.533333E+02,-5.573334E+02
+5.7850000000E-01,+6.666667E+01,+2.559167E+03,+2.516667E+02,-5.573334E+02
+5.7900000000E-01,+6.800000E+01,+2.535833E+03,+2.516667E+02,-5.573334E+02
+5.7950000000E-01,+6.666667E+01,+2.564167E+03,+2.516667E+02,-5.573334E+02
+5.8000000000E-01,+7.066667E+01,+2.575000E+03,+2.516667E+02,-5.586667E+02
+5.8050000000E-01,+6.933334E+01,+2.585000E+03,+2.516667E+02,-5.626667E+02
+5.8100000000E-01,+7.200000E+01,+2.535000E+03,+2.516667E+02,-5.626667E+02
+5.8150000000E-01,+7.466667E+01,+2.546667E+03,+2.516667E+02,-5.626667E+02
+5.8200000000E-01,+7.200000E+01,+2.540000E+03,+2.525000E+02,-5.600001E+02
+5.8250000000E-01,+7.200000E+01,+2.561667E+03,+2.516667E+02,-5.586667E+02
+5.8300000000E-01,+7.333334E+01,+2.549167E+03,+2.516667E+02,-5.573334E+02
+5.8350000000E-01,+7.200000E+01,+2.536667E+03,+2.516667E+02,-5.573334E+02
+5.8400000000E-01,+7.200000E+01,+2.580833E+03,+2.516667E+02,-5.573334E+02
+5.8450000000E-01,+6.933334E+01,+2.545833E+03,+2.516667E+02,-5.573334E+02
+5.8500000000E-01,+6.933334E+01,+2.571667E+03,+2.516667E+02,-5.573334E+02
+5.8550000000E-01,+7.200000E+01,+2.565000E+03,+2.516667E+02,-5.573334E+02
+5.8600000000E-01,+6.933334E+01,+2.576667E+03,+2.516667E+02,-5.546667E+02
+5.8650000000E-01,+6.933334E+01,+2.565833E+03,+2.516667E+02,-5.573334E+02
+5.8700000000E-01,+7.200000E+01,+2.541667E+03,+2.516667E+02,-5.533334E+02
+5.8750000000E-01,+6.800000E+01,+2.573333E+03,+2.516667E+02,-5.520001E+02
+5.8800000000E-01,+6.933334E+01,+2.550000E+03,+2.516667E+02,-5.573334E+02
+5.8850000000E-01,+6.666667E+01,+2.560833E+03,+2.516667E+02,-5.573334E+02
+5.8900000000E-01,+6.800000E+01,+2.551667E+03,+2.516667E+02,-5.586667E+02
+5.8950000000E-01,+7.066667E+01,+2.500833E+03,+2.541667E+02,-5.546667E+02
+5.9000000000E-01,+8.800000E+01,+1.948333E+03,+2.550000E+02,-5.400001E+02
+5.9050000000E-01,+6.533334E+01,+2.564167E+03,+2.516667E+02,-5.626667E+02
+5.9100000000E-01,+6.933334E+01,+2.572500E+03,+2.516667E+02,-5.600001E+02
+5.9150000000E-01,+7.200000E+01,+2.600000E+03,+2.516667E+02,-5.613334E+02
+5.9200000000E-01,+7.200000E+01,+2.582500E+03,+2.516667E+02,-5.626667E+02
+5.9250000000E-01,+7.466667E+01,+2.560833E+03,+2.516667E+02,-5.626667E+02
