Record Length,Analog:10000,
Sample Interval,Analog:5.000000E-04,
Vertical Units,CH1:V, CH2:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+1.600000E+02, CH2:+1.000000E+02, CH3:+1.000000E+02, CH4:+1.600000E+02,,
Vertical Offset,CH1:+0.000000E+00, CH2:-2.368333E+03, CH3:+0.000000E+00, CH4:+0.000000E+00,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+05,
Model Number,SDS2104X Plus,
Serial Number,SDS2PDDQ6R1916,
Software Version,5.0.1.3.9R12,
Source,CH1,CH2,CH3,CH4
Second,Value,Value,Value,Value
-2.3645000000E+00,+5.866667E+01,+2.428333E+03,+2.383333E+02,-4.160000E+02
-2.3640000000E+00,+5.600000E+01,+2.402500E+03,+2.383333E+02,-4.173334E+02
-2.3635000000E+00,+5.600000E+01,+2.408333E+03,+2.383333E+02,-4.200000E+02
-2.3630000000E+00,+5.866667E+01,+2.405833E+03,+2.383333E+02,-4.200000E+02
-2.3625000000E+00,+5.866667E+01,+2.417500E+03,+2.383333E+02,-4.186667E+02
-2.3620000000E+00,+5.866667E+01,+2.388333E+03,+2.383333E+02,-4.200000E+02
-2.3615000000E+00,+6.133334E+01,+2.405000E+03,+2.383333E+02,-4.213333E+02
-2.3610000000E+00,+5.600000E+01,+2.405833E+03,+2.383333E+02,-4.240000E+02
-2.3605000000E+00,+6.266667E+01,+2.398333E+03,+2.383333E+02,-4.240000E+02
-2.3600000000E+00,+5.600000E+01,+1.970833E+03,+2.383333E+02,-4.266667E+02
-2.3595000000E+00,+6.133334E+01,+2.419167E+03,+2.383333E+02,-4.240000E+02
-2.3590000000E+00,+6.533334E+01,+2.427500E+03,+2.383333E+02,-4.213333E+02
-2.3585000000E+00,+6.133334E+01,+2.425000E+03,+2.383333E+02,-4.186667E+02
-2.3580000000E+00,+6.533334E+01,+2.441667E+03,+2.383333E+02,-4.186667E+02
-2.3575000000E+00,+6.666667E+01,+2.431667E+03,+2.383333E+02,-4.160000E+02
-2.3570000000E+00,+5.600000E+01,+2.316667E+03,+2.366667E+02,-4.226667E+02
-2.3565000000E+00,+6.133334E+01,+2.379167E+03,+2.383333E+02,-4.160000E+02
-2.3560000000E+00,+6.133334E+01,+2.411667E+03,+2.383333E+02,-4.186667E+02
-2.3555000000E+00,+6.000000E+01,+2.430833E+03,+2.383333E+02,-4.186667E+02
-2.3550000000E+00,+6.133334E+01,+2.404167E+03,+2.383333E+02,-4.173334E+02
-2.3545000000E+00,+6.000000E+01,+2.391667E+03,+2.383333E+02,-4.146667E+02
-2.3540000000E+00,+6.000000E+01,+2.421667E+03,+2.383333E+02,-4.173334E+02
-2.3535000000E+00,+6.133334E+01,+2.367500E+03,+2.383333E+02,-4.146667E+02
-2.3530000000E+00,+6.133334E+01,+2.395833E+03,+2.383333E+02,-4.146667E+02
-2.3525000000E+00,+5.866667E+01,+2.377500E+03,+2.383333E+02,-4.173334E+02
-2.3520000000E+00,+5.600000E+01,+2.413333E+03,+2.383333E+02,-4.186667E+02
-2.3515000000E+00,+5.600000E+01,+2.414167E+03,+2.383333E+02,-4.226667E+02
-2.3510000000E+00,+6.000000E+01,+2.425000E+03,+2.383333E+02,-4.186667E+02
-2.3505000000E+00,+6.933334E+01,+2.528333E+03,+2.416667E+02,-4.080000E+02
-2.3500000000E+00,+5.866667E+01,+2.403333E+03,+2.383333E+02,-4.213333E+02
-2.3495000000E+00,+6.000000E+01,+2.409167E+03,+2.391667E+02,-4.186667E+02
-2.3490000000E+00,+6.533334E+01,+2.476667E+03,+2.391667E+02,-4.186667E+02
-2.3485000000E+00,+6.400001E+01,+2.280833E+03,+2.383333E+02,-4.213333E+02
-2.3480000000E+00,+5.866667E+01,+2.359167E+03,+2.375000E+02,-4.293333E+02
-2.3475000000E+00,+1.200000E+02,+2.791667E+03,+2.516667E+02,-3.786667E+02
-2.3470000000E+00,+5.866667E+01,+2.567500E+03,+2.366667E+02,-4.293333E+02
-2.3465000000E+00,+6.533334E+01,+2.449167E+03,+2.400000E+02,-4.186667E+02
-2.3460000000E+00,+6.533334E+01,+2.430833E+03,+2.383333E+02,-4.186667E+02
-2.3455000000E+00,+6.666667E+01,+2.428333E+03,+2.383333E+02,-4.186667E+02
-2.3450000000E+00,+6.400001E+01,+2.428333E+03,+2.383333E+02,-4.173334E+02
-2.3445000000E+00,+6.133334E+01,+2.460833E+03,+2.383333E+02,-4.173334E+02
-2.3440000000E+00,+6.133334E+01,+2.425833E+03,+2.383333E+02,-4.186667E+02
-2.3435000000E+00,+6.133334E+01,+2.418333E+03,+2.383333E+02,-4.186667E+02
-2.3430000000E+00,+6.133334E+01,+2.410833E+03,+2.383333E+02,-4.160000E+02
-2.3425000000E+00,+6.133334E+01,+2.418333E+03,+2.383333E+02,-4.160000E+02
-2.3420000000E+00,+6.133334E+01,+2.448333E+03,+2.383333E+02,-4.160000E+02
-2.3415000000E+00,+6.133334E+01,+2.391667E+03,+2.383333E+02,-4.160000E+02
-2.3410000000E+00,+6.133334E+01,+2.414167E+03,+2.383333E+02,-4.160000E+02
-2.3405000000E+00,+5.600000E+01,+2.383333E+03,+2.383333E+02,-4.186667E+02
-2.3400000000E+00,+5.733334E+01,+2.397500E+03,+2.383333E+02,-4.186667E+02
-2.3395000000E+00,+5.600000E+01,+2.424167E+03,+2.383333E+02,-4.186667E+02
-2.3390000000E+00,+5.733334E+01,+2.417500E+03,+2.383333E+02,-4.186667E+02
-2.3385000000E+00,+5.600000E+01,+2.451667E+03,+2.383333E+02,-4.186667E+02
-2.3380000000E+00,+6.000000E+01,+2.410833E+03,+2.383333E+02,-4.186667E+02
-2.3375000000E+00,+6.133334E+01,+2.375833E+03,+2.383333E+02,-4.213333E+02
-2.3370000000E+00,+6.133334E+01,+2.405833E+03,+2.383333E+02,-4.200000E+02
-2.3365000000E+00,+6.133334E+01,+2.365000E+03,+2.383333E+02,-4.240000E+02
-2.3360000000E+00,+6.266667E+01,+2.402500E+03,+2.383333E+02,-4.240000E+02
-2.3355000000E+00,+5.866667E+01,+2.425833E+03,+2.383333E+02,-4.266667E+02
-2.3350000000E+00,+5.600000E+01,+2.791667E+03,+2.366667E+02,-4.186667E+02
-2.3345000000E+00,+6.133334E+01,+2.313333E+03,+2.383333E+02,-4.186667E+02
-2.3340000000E+00,+6.666667E+01,+2.416667E+03,+2.391667E+02,-4.186667E+02
-2.3335000000E+00,+6.400001E+01,+2.408333E+03,+2.383333E+02,-4.160000E+02
-2.3330000000E+00,+5.600000E+01,+2.641667E+03,+2.366667E+02,-4.200000E+02
-2.3325000000E+00,+6.133334E+01,+2.415000E+03,+2.383333E+02,-4.186667E+02
-2.3320000000E+00,+6.133334E+01,+2.433333E+03,+2.400000E+02,-4.186667E+02
-2.3315000000E+00,+6.133334E+01,+2.415833E+03,+2.383333E+02,-4.186667E+02
-2.3310000000E+00,+6.000000E+01,+2.400000E+03,+2.383333E+02,-4.160000E+02
-2.3305000000E+00,+6.000000E+01,+2.384167E+03,+2.383333E+02,-4.186667E+02
-2.3300000000E+00,+5.866667E+01,+2.497500E+03,+2.383333E+02,-4.160000E+02
-2.3295000000E+00,+6.000000E+01,+2.408333E+03,+2.383333E+02,-4.160000E+02
-2.3290000000E+00,+5.866667E+01,+2.394167E+03,+2.383333E+02,-4.160000E+02
-2.3285000000E+00,+5.600000E+01,+2.411667E+03,+2.383333E+02,-4.186667E+02
-2.3280000000E+00,+5.866667E+01,+2.386667E+03,+2.383333E+02,-4.186667E+02
-2.3275000000E+00,+5.866667E+01,+2.450000E+03,+2.383333E+02,-4.200000E+02
-2.3270000000E+00,+5.866667E+01,+2.390833E+03,+2.383333E+02,-4.186667E+02
-2.3265000000E+00,+6.000000E+01,+2.442500E+03,+2.383333E+02,-4.213333E+02
-2.3260000000E+00,+6.133334E+01,+2.408333E+03,+2.383333E+02,-4.200000E+02
-2.3255000000E+00,+6.133334E+01,+2.350833E+03,+2.383333E+02,-4.240000E+02
-2.3250000000E+00,+6.133334E+01,+2.398333E+03,+2.383333E+02,-4.240000E+02
-2.3245000000E+00,+6.400001E+01,+2.423333E+03,+2.383333E+02,-4.240000E+02
-2.3240000000E+00,+6.400001E+01,+2.425833E+03,+2.383333E+02,-4.240000E+02
-2.3235000000E+00,+5.866667E+01,+2.310000E+03,+2.366667E+02,-4.280000E+02
-2.3230000000E+00,+6.266667E+01,+2.395000E+03,+2.383333E+02,-4.186667E+02
-2.3225000000E+00,+1.106667E+02,+2.791667E+03,+2.516667E+02,-3.733334E+02
-2.3220000000E+00,+4.666667E+01,+2.609167E+03,+2.350000E+02,-4.333334E+02
-2.3215000000E+00,+5.600000E+01,+2.378333E+03,+2.366667E+02,-4.226667E+02
-2.3210000000E+00,+6.133334E+01,+2.435000E+03,+2.383333E+02,-4.186667E+02
-2.3205000000E+00,+6.133334E+01,+2.439167E+03,+2.383333E+02,-4.186667E+02
-2.3200000000E+00,+6.133334E+01,+2.397500E+03,+2.383333E+02,-4.186667E+02
-2.3195000000E+00,+6.133334E+01,+2.408333E+03,+2.383333E+02,-4.160000E+02
-2.3190000000E+00,+5.866667E+01,+2.427500E+03,+2.383333E+02,-4.186667E+02
-2.3185000000E+00,+6.133334E+01,+2.409167E+03,+2.383333E+02,-4.160000E+02
-2.3180000000E+00,+6.266667E+01,+2.301667E+03,+2.383333E+02,-4.133334E+02
-2.3175000000E+00,+6.000000E+01,+2.382500E+03,+2.383333E+02,-4.133334E+02
-2.3170000000E+00,+5.733334E+01,+2.415000E+03,+2.383333E+02,-4.173334E+02
-2.3165000000E+00,+5.066667E+01,+2.345000E+03,+2.366667E+02,-4.240000E+02
-2.3160000000E+00,+5.866667E+01,+2.429167E+03,+2.383333E+02,-4.213333E+02
-2.3155000000E+00,+5.600000E+01,+2.420000E+03,+2.383333E+02,-4.200000E+02
-2.3150000000E+00,+5.600000E+01,+2.401667E+03,+2.383333E+02,-4.186667E+02
-2.3145000000E+00,+6.000000E+01,+2.415833E+03,+2.383333E+02,-4.186667E+02
-2.3140000000E+00,+6.000000E+01,+2.395000E+03,+2.383333E+02,-4.186667E+02
-2.3135000000E+00,+6.133334E+01,+2.440000E+03,+2.383333E+02,-4.213333E+02
-2.3130000000E+00,+6.133334E+01,+2.415000E+03,+2.383333E+02,-4.240000E+02
-2.3125000000E+00,+6.133334E+01,+2.385000E+03,+2.383333E+02,-4.240000E+02
-2.3120000000E+00,+6.133334E+01,+2.413333E+03,+2.383333E+02,-4.226667E+02
-2.3115000000E+00,+9.200001E+01,+2.412500E+03,+2.450000E+02,-3.960000E+02
-2.3110000000E+00,+6.533334E+01,+2.384167E+03,+2.383333E+02,-4.160000E+02
-2.3105000000E+00,+6.666667E+01,+2.420833E+03,+2.391667E+02,-4.160000E+02
-2.3100000000E+00,+8.533334E+01,+2.791667E+03,+2.433333E+02,-4.000000E+02
-2.3095000000E+00,+5.600000E+01,+2.433333E+03,+2.366667E+02,-4.186667E+02
-2.3090000000E+00,+6.800000E+01,+2.479167E+03,+2.400000E+02,-4.093333E+02
-2.3085000000E+00,+5.866667E+01,+2.401667E+03,+2.383333E+02,-4.186667E+02
-2.3080000000E+00,+6.000000E+01,+2.431667E+03,+2.383333E+02,-4.160000E+02
-2.3075000000E+00,+6.000000E+01,+2.428333E+03,+2.383333E+02,-4.146667E+02
-2.3070000000E+00,+5.733334E+01,+2.408333E+03,+2.383333E+02,-4.160000E+02
-2.3065000000E+00,+6.000000E+01,+2.429167E+03,+2.391667E+02,-4.160000E+02
-2.3060000000E+00,+5.600000E+01,+2.388333E+03,+2.383333E+02,-4.133334E+02
-2.3055000000E+00,+5.733334E+01,+2.410000E+03,+2.383333E+02,-4.173334E+02
-2.3050000000E+00,+5.600000E+01,+2.385833E+03,+2.383333E+02,-4.186667E+02
-2.3045000000E+00,+5.600000E+01,+2.411667E+03,+2.383333E+02,-4.186667E+02
-2.3040000000E+00,+5.733334E+01,+2.370000E+03,+2.383333E+02,-4.186667E+02
-2.3035000000E+00,+5.600000E+01,+2.371667E+03,+2.383333E+02,-4.200000E+02
-2.3030000000E+00,+5.866667E+01,+2.400000E+03,+2.383333E+02,-4.213333E+02
-2.3025000000E+00,+6.133334E+01,+2.385000E+03,+2.383333E+02,-4.213333E+02
-2.3020000000E+00,+6.000000E+01,+2.413333E+03,+2.383333E+02,-4.213333E+02
-2.3015000000E+00,+6.133334E+01,+2.418333E+03,+2.383333E+02,-4.240000E+02
-2.3010000000E+00,+6.133334E+01,+2.371667E+03,+2.383333E+02,-4.240000E+02
-2.3005000000E+00,+6.400001E+01,+2.401667E+03,+2.383333E+02,-4.240000E+02
-2.3000000000E+00,+6.666667E+01,+2.407500E+03,+2.383333E+02,-4.213333E+02
-2.2995000000E+00,+6.133334E+01,+2.391667E+03,+2.383333E+02,-4.213333E+02
-2.2990000000E+00,+6.533334E+01,+2.375000E+03,+2.383333E+02,-4.200000E+02
-2.2985000000E+00,+6.800000E+01,+2.035833E+03,+2.400000E+02,-4.160000E+02
-2.2980000000E+00,+6.400001E+01,+2.409167E+03,+2.383333E+02,-4.186667E+02
-2.2975000000E+00,+9.866667E+01,+2.791667E+03,+2.483333E+02,-3.866667E+02
-2.2970000000E+00,+5.866667E+01,+2.455833E+03,+2.383333E+02,-4.240000E+02
-2.2965000000E+00,+6.133334E+01,+2.401667E+03,+2.383333E+02,-4.213333E+02
-2.2960000000E+00,+6.133334E+01,+2.438333E+03,+2.383333E+02,-4.186667E+02
-2.2955000000E+00,+6.133334E+01,+2.405833E+03,+2.383333E+02,-4.186667E+02
-2.2950000000E+00,+6.266667E+01,+2.405000E+03,+2.383333E+02,-4.173334E+02
-2.2945000000E+00,+6.266667E+01,+2.411667E+03,+2.383333E+02,-4.186667E+02
-2.2940000000E+00,+6.133334E+01,+2.417500E+03,+2.383333E+02,-4.186667E+02
-2.2935000000E+00,+6.266667E+01,+2.385833E+03,+2.383333E+02,-4.173334E+02
-2.2930000000E+00,+5.866667E+01,+2.425000E+03,+2.383333E+02,-4.186667E+02
-2.2925000000E+00,+6.133334E+01,+2.425833E+03,+2.383333E+02,-4.200000E+02
-2.2920000000E+00,+6.000000E+01,+2.445000E+03,+2.383333E+02,-4.200000E+02
-2.2915000000E+00,+6.000000E+01,+2.414167E+03,+2.383333E+02,-4.186667E+02
-2.2910000000E+00,+6.133334E+01,+2.425000E+03,+2.383333E+02,-4.186667E+02
-2.2905000000E+00,+6.133334E+01,+2.413333E+03,+2.383333E+02,-4.213333E+02
-2.2900000000E+00,+6.133334E+01,+2.442500E+03,+2.383333E+02,-4.213333E+02
-2.2895000000E+00,+6.133334E+01,+2.397500E+03,+2.383333E+02,-4.213333E+02
-2.2890000000E+00,+6.266667E+01,+2.418333E+03,+2.383333E+02,-4.240000E+02
-2.2885000000E+00,+6.666667E+01,+2.390000E+03,+2.383333E+02,-4.240000E+02
-2.2880000000E+00,+6.533334E+01,+2.418333E+03,+2.383333E+02,-4.213333E+02
-2.2875000000E+00,+6.133334E+01,+2.410000E+03,+2.383333E+02,-4.186667E+02
-2.2870000000E+00,+6.400001E+01,+2.422500E+03,+2.383333E+02,-4.186667E+02
-2.2865000000E+00,+6.400001E+01,+2.393333E+03,+2.383333E+02,-4.146667E+02
-2.2860000000E+00,+6.133334E+01,+2.405000E+03,+2.383333E+02,-4.160000E+02
-2.2855000000E+00,+5.866667E+01,+2.405000E+03,+2.383333E+02,-4.173334E+02
-2.2850000000E+00,+6.133334E+01,+2.609167E+03,+2.383333E+02,-4.186667E+02
-2.2845000000E+00,+6.133334E+01,+2.495833E+03,+2.383333E+02,-4.133334E+02
-2.2840000000E+00,+6.400001E+01,+2.405000E+03,+2.400000E+02,-4.106667E+02
-2.2835000000E+00,+6.000000E+01,+2.388333E+03,+2.383333E+02,-4.160000E+02
-2.2830000000E+00,+6.133334E+01,+2.424167E+03,+2.383333E+02,-4.160000E+02
-2.2825000000E+00,+6.000000E+01,+2.423333E+03,+2.383333E+02,-4.146667E+02
-2.2820000000E+00,+6.000000E+01,+2.382500E+03,+2.383333E+02,-4.133334E+02
-2.2815000000E+00,+5.600000E+01,+2.405000E+03,+2.383333E+02,-4.160000E+02
-2.2810000000E+00,+5.600000E+01,+2.421667E+03,+2.383333E+02,-4.186667E+02
-2.2805000000E+00,+5.600000E+01,+2.401667E+03,+2.383333E+02,-4.186667E+02
-2.2800000000E+00,+5.600000E+01,+2.429167E+03,+2.383333E+02,-4.186667E+02
-2.2795000000E+00,+5.600000E+01,+2.418333E+03,+2.383333E+02,-4.213333E+02
-2.2790000000E+00,+6.133334E+01,+2.393333E+03,+2.383333E+02,-4.186667E+02
-2.2785000000E+00,+6.133334E+01,+2.399167E+03,+2.383333E+02,-4.186667E+02
-2.2780000000E+00,+6.133334E+01,+2.438333E+03,+2.383333E+02,-4.240000E+02
-2.2775000000E+00,+6.266667E+01,+2.407500E+03,+2.383333E+02,-4.240000E+02
-2.2770000000E+00,+6.400001E+01,+2.422500E+03,+2.383333E+02,-4.240000E+02
-2.2765000000E+00,+6.400001E+01,+2.400000E+03,+2.391667E+02,-4.240000E+02
-2.2760000000E+00,+6.133334E+01,+2.424167E+03,+2.383333E+02,-4.186667E+02
-2.2755000000E+00,+6.266667E+01,+2.413333E+03,+2.383333E+02,-4.213333E+02
-2.2750000000E+00,+6.533334E+01,+2.414167E+03,+2.383333E+02,-4.173334E+02
-2.2745000000E+00,+6.133334E+01,+2.417500E+03,+2.383333E+02,-4.186667E+02
-2.2740000000E+00,+6.133334E+01,+2.409167E+03,+2.383333E+02,-4.160000E+02
-2.2735000000E+00,+5.866667E+01,+2.421667E+03,+2.383333E+02,-4.186667E+02
-2.2730000000E+00,+5.600000E+01,+1.948333E+03,+2.366667E+02,-4.240000E+02
-2.2725000000E+00,+1.173333E+02,+1.948333E+03,+2.516667E+02,-3.680000E+02
-2.2720000000E+00,+5.333334E+01,+2.501667E+03,+2.366667E+02,-4.240000E+02
-2.2715000000E+00,+6.133334E+01,+2.412500E+03,+2.383333E+02,-4.200000E+02
-2.2710000000E+00,+6.400001E+01,+2.440000E+03,+2.383333E+02,-4.160000E+02
-2.2705000000E+00,+6.133334E+01,+2.429167E+03,+2.383333E+02,-4.186667E+02
-2.2700000000E+00,+6.666667E+01,+1.948333E+03,+2.408333E+02,-4.106667E+02
-2.2695000000E+00,+6.133334E+01,+2.373333E+03,+2.383333E+02,-4.186667E+02
-2.2690000000E+00,+6.000000E+01,+2.417500E+03,+2.383333E+02,-4.213333E+02
-2.2685000000E+00,+6.133334E+01,+2.402500E+03,+2.391667E+02,-4.213333E+02
-2.2680000000E+00,+5.866667E+01,+2.392500E+03,+2.383333E+02,-4.200000E+02
-2.2675000000E+00,+6.000000E+01,+2.406667E+03,+2.383333E+02,-4.213333E+02
-2.2670000000E+00,+6.400001E+01,+2.386667E+03,+2.383333E+02,-4.186667E+02
-2.2665000000E+00,+6.533334E+01,+2.378333E+03,+2.383333E+02,-4.226667E+02
-2.2660000000E+00,+6.266667E+01,+2.411667E+03,+2.383333E+02,-4.240000E+02
-2.2655000000E+00,+6.400001E+01,+2.416667E+03,+2.375000E+02,-4.240000E+02
-2.2650000000E+00,+6.666667E+01,+2.421667E+03,+2.383333E+02,-4.226667E+02
-2.2645000000E+00,+6.666667E+01,+2.423333E+03,+2.383333E+02,-4.200000E+02
-2.2640000000E+00,+6.533334E+01,+2.397500E+03,+2.383333E+02,-4.186667E+02
-2.2635000000E+00,+6.666667E+01,+2.401667E+03,+2.383333E+02,-4.186667E+02
-2.2630000000E+00,+6.666667E+01,+2.388333E+03,+2.383333E+02,-4.173334E+02
-2.2625000000E+00,+6.533334E+01,+2.411667E+03,+2.383333E+02,-4.160000E+02
-2.2620000000E+00,+6.266667E+01,+2.399167E+03,+2.383333E+02,-4.160000E+02
-2.2615000000E+00,+6.133334E+01,+2.385000E+03,+2.383333E+02,-4.173334E+02
-2.2610000000E+00,+6.400001E+01,+2.387500E+03,+2.383333E+02,-4.186667E+02
-2.2605000000E+00,+6.133334E+01,+2.419167E+03,+2.400000E+02,-4.133334E+02
-2.2600000000E+00,+5.333334E+01,+2.791667E+03,+2.383333E+02,-4.146667E+02
-2.2595000000E+00,+4.000000E+01,+2.571667E+03,+2.333333E+02,-4.320000E+02
-2.2590000000E+00,+6.133334E+01,+2.420000E+03,+2.383333E+02,-4.133334E+02
-2.2585000000E+00,+5.333334E+01,+1.948333E+03,+2.366667E+02,-4.186667E+02
-2.2580000000E+00,+5.466667E+01,+2.424167E+03,+2.391667E+02,-4.160000E+02
-2.2575000000E+00,+5.466667E+01,+2.479167E+03,+2.383333E+02,-4.186667E+02
-2.2570000000E+00,+5.600000E+01,+2.418333E+03,+2.383333E+02,-4.200000E+02
-2.2565000000E+00,+5.466667E+01,+2.405833E+03,+2.383333E+02,-4.186667E+02
-2.2560000000E+00,+5.600000E+01,+2.410833E+03,+2.383333E+02,-4.186667E+02
-2.2555000000E+00,+5.600000E+01,+2.449167E+03,+2.383333E+02,-4.213333E+02
-2.2550000000E+00,+6.133334E+01,+2.405000E+03,+2.383333E+02,-4.186667E+02
-2.2545000000E+00,+6.133334E+01,+2.432500E+03,+2.391667E+02,-4.213333E+02
-2.2540000000E+00,+6.000000E+01,+2.403333E+03,+2.383333E+02,-4.240000E+02
-2.2535000000E+00,+5.600000E+01,+2.512500E+03,+2.383333E+02,-4.293333E+02
-2.2530000000E+00,+6.400001E+01,+2.415833E+03,+2.383333E+02,-4.240000E+02
-2.2525000000E+00,+6.133334E+01,+2.399167E+03,+2.383333E+02,-4.186667E+02
-2.2520000000E+00,+6.133334E+01,+2.407500E+03,+2.383333E+02,-4.186667E+02
-2.2515000000E+00,+6.400001E+01,+2.387500E+03,+2.383333E+02,-4.186667E+02
-2.2510000000E+00,+6.133334E+01,+2.377500E+03,+2.383333E+02,-4.146667E+02
-2.2505000000E+00,+6.133334E+01,+2.423333E+03,+2.383333E+02,-4.186667E+02
-2.2500000000E+00,+6.133334E+01,+2.407500E+03,+2.383333E+02,-4.186667E+02
-2.2495000000E+00,+6.133334E+01,+2.391667E+03,+2.391667E+02,-4.186667E+02
-2.2490000000E+00,+6.133334E+01,+2.375000E+03,+2.391667E+02,-4.213333E+02
-2.2485000000E+00,+6.000000E+01,+2.399167E+03,+2.383333E+02,-4.173334E+02
-2.2480000000E+00,+6.133334E+01,+2.405000E+03,+2.383333E+02,-4.186667E+02
-2.2475000000E+00,+8.266667E+01,+2.791667E+03,+2.441667E+02,-3.880000E+02
-2.2470000000E+00,+5.733334E+01,+2.407500E+03,+2.383333E+02,-4.213333E+02
-2.2465000000E+00,+9.200001E+01,+2.791667E+03,+2.450000E+02,-3.866667E+02
-2.2460000000E+00,+5.866667E+01,+2.415833E+03,+2.391667E+02,-4.200000E+02
-2.2455000000E+00,+5.866667E+01,+2.391667E+03,+2.383333E+02,-4.213333E+02
-2.2450000000E+00,+6.000000E+01,+2.412500E+03,+2.383333E+02,-4.213333E+02
-2.2445000000E+00,+6.000000E+01,+2.428333E+03,+2.383333E+02,-4.226667E+02
-2.2440000000E+00,+6.133334E+01,+2.402500E+03,+2.383333E+02,-4.213333E+02
-2.2435000000E+00,+6.133334E+01,+2.408333E+03,+2.383333E+02,-4.226667E+02
-2.2430000000E+00,+6.133334E+01,+2.410833E+03,+2.383333E+02,-4.213333E+02
-2.2425000000E+00,+6.400001E+01,+2.415833E+03,+2.383333E+02,-4.240000E+02
-2.2420000000E+00,+6.133334E+01,+2.446667E+03,+2.383333E+02,-4.266667E+02
-2.2415000000E+00,+6.400001E+01,+2.426667E+03,+2.383333E+02,-4.240000E+02
-2.2410000000E+00,+6.666667E+01,+2.446667E+03,+2.383333E+02,-4.240000E+02
-2.2405000000E+00,+6.533334E+01,+2.413333E+03,+2.383333E+02,-4.186667E+02
-2.2400000000E+00,+5.333334E+01,+1.948333E+03,+2.350000E+02,-4.333334E+02
-2.2395000000E+00,+6.400001E+01,+2.406667E+03,+2.383333E+02,-4.160000E+02
-2.2390000000E+00,+6.533334E+01,+2.423333E+03,+2.383333E+02,-4.146667E+02
-2.2385000000E+00,+6.133334E+01,+2.431667E+03,+2.383333E+02,-4.186667E+02
-2.2380000000E+00,+6.133334E+01,+2.423333E+03,+2.383333E+02,-4.186667E+02
-2.2375000000E+00,+6.133334E+01,+2.379167E+03,+2.383333E+02,-4.186667E+02
-2.2370000000E+00,+6.800000E+01,+2.562500E+03,+2.400000E+02,-4.133334E+02
-2.2365000000E+00,+6.000000E+01,+2.395833E+03,+2.383333E+02,-4.173334E+02
-2.2360000000E+00,+6.133334E+01,+1.958333E+03,+2.383333E+02,-4.133334E+02
-2.2355000000E+00,+6.133334E+01,+2.383333E+03,+2.383333E+02,-4.160000E+02
-2.2350000000E+00,+6.133334E+01,+2.335000E+03,+2.383333E+02,-4.093333E+02
-2.2345000000E+00,+5.333334E+01,+2.411667E+03,+2.383333E+02,-4.186667E+02
-2.2340000000E+00,+6.133334E+01,+2.425000E+03,+2.400000E+02,-4.160000E+02
-2.2335000000E+00,+5.600000E+01,+2.415833E+03,+2.383333E+02,-4.213333E+02
-2.2330000000E+00,+5.866667E+01,+2.433333E+03,+2.383333E+02,-4.213333E+02
-2.2325000000E+00,+5.600000E+01,+2.417500E+03,+2.383333E+02,-4.186667E+02
-2.2320000000E+00,+5.866667E+01,+2.425833E+03,+2.383333E+02,-4.186667E+02
-2.2315000000E+00,+6.133334E+01,+2.392500E+03,+2.383333E+02,-4.200000E+02
-2.2310000000E+00,+6.133334E+01,+2.390833E+03,+2.391667E+02,-4.213333E+02
-2.2305000000E+00,+6.133334E+01,+2.414167E+03,+2.391667E+02,-4.240000E+02
-2.2300000000E+00,+6.266667E+01,+2.415000E+03,+2.383333E+02,-4.213333E+02
-2.2295000000E+00,+6.266667E+01,+2.423333E+03,+2.383333E+02,-4.240000E+02
-2.2290000000E+00,+6.133334E+01,+2.412500E+03,+2.383333E+02,-4.186667E+02
-2.2285000000E+00,+6.133334E+01,+2.435000E+03,+2.383333E+02,-4.186667E+02
-2.2280000000E+00,+6.133334E+01,+2.401667E+03,+2.383333E+02,-4.186667E+02
-2.2275000000E+00,+6.400001E+01,+2.396667E+03,+2.383333E+02,-4.186667E+02
-2.2270000000E+00,+6.000000E+01,+2.417500E+03,+2.383333E+02,-4.160000E+02
-2.2265000000E+00,+5.866667E+01,+2.430000E+03,+2.383333E+02,-4.186667E+02
-2.2260000000E+00,+6.133334E+01,+2.428333E+03,+2.391667E+02,-4.186667E+02
-2.2255000000E+00,+6.133334E+01,+2.391667E+03,+2.391667E+02,-4.186667E+02
-2.2250000000E+00,+5.866667E+01,+2.389167E+03,+2.383333E+02,-4.173334E+02
-2.2245000000E+00,+5.733334E+01,+2.396667E+03,+2.383333E+02,-4.186667E+02
-2.2240000000E+00,+5.866667E+01,+2.438333E+03,+2.383333E+02,-4.186667E+02
-2.2235000000E+00,+5.600000E+01,+2.430833E+03,+2.383333E+02,-4.186667E+02
-2.2230000000E+00,+5.733334E+01,+2.384167E+03,+2.383333E+02,-4.186667E+02
-2.2225000000E+00,+6.933334E+01,+2.055000E+03,+2.416667E+02,-4.026667E+02
-2.2220000000E+00,+5.066667E+01,+2.456667E+03,+2.383333E+02,-4.240000E+02
-2.2215000000E+00,+5.600000E+01,+2.435000E+03,+2.383333E+02,-4.240000E+02
-2.2210000000E+00,+5.733334E+01,+2.454167E+03,+2.383333E+02,-4.213333E+02
-2.2205000000E+00,+5.600000E+01,+2.435833E+03,+2.383333E+02,-4.240000E+02
-2.2200000000E+00,+5.866667E+01,+2.418333E+03,+2.383333E+02,-4.213333E+02
-2.2195000000E+00,+6.133334E+01,+2.420833E+03,+2.383333E+02,-4.240000E+02
